Monthly_Income_M,Credit_Score,Loan_Amount_M,Work_Experience_Years,Has_Prior_Default,DTI_Ratio,Approved
53.6,807,159,3.7,0,0.104,1
63.7,590,416,5.5,0,0.229,1
60.8,516,281,3.2,1,0.162,0
83.3,723,225,1.1,1,0.095,0
15.0,699,383,1.2,0,0.894,0
15.0,584,136,0.5,0,0.317,0
44.1,540,235,5.8,0,0.187,1
79.1,801,275,11.3,0,0.122,1
20.6,790,211,0.1,0,0.358,1
15.0,459,271,0.4,0,0.632,0
67.6,631,239,3.7,0,0.124,1
60.4,811,106,8.0,0,0.061,1
31.0,630,280,1.0,0,0.316,1
33.3,628,114,1.9,1,0.12,0
33.7,646,278,1.6,0,0.289,1
57.4,575,411,3.1,0,0.251,1
41.2,525,229,1.5,0,0.195,0
65.9,759,131,2.6,0,0.07,1
15.0,513,246,7.8,0,0.574,0
36.1,691,168,5.7,0,0.163,1
30.2,745,325,0.5,0,0.377,1
49.4,547,244,6.1,0,0.173,1
43.2,591,448,3.9,0,0.363,1
72.6,773,388,16.4,0,0.187,1
15.0,715,243,2.0,0,0.567,0
56.0,618,339,7.8,0,0.212,1
67.3,772,217,7.9,0,0.113,1
95.8,773,264,1.5,0,0.096,1
44.4,693,220,14.0,0,0.173,1
62.1,593,344,4.1,0,0.194,1
15.3,635,418,6.8,1,0.956,0
15.0,694,348,0.9,0,0.812,0
73.6,654,361,1.8,0,0.172,1
54.9,750,362,5.3,0,0.231,1
80.9,540,321,2.3,0,0.139,1
24.8,543,135,4.2,0,0.191,0
66.4,685,447,2.8,0,0.236,1
96.1,628,458,6.1,0,0.167,1
64.2,617,234,4.0,0,0.128,1
61.1,520,219,0.0,0,0.125,1
55.2,672,327,6.3,0,0.207,1
20.4,666,321,3.3,0,0.551,0
84.8,726,238,2.5,0,0.098,1
41.6,676,122,0.6,0,0.103,1
66.1,659,294,1.5,0,0.156,1
20.6,770,321,1.5,0,0.545,1
29.1,558,340,16.4,0,0.409,1
86.6,716,298,3.4,0,0.12,1
47.4,528,230,0.3,0,0.17,1
87.0,599,369,0.9,0,0.148,1
53.3,567,267,0.5,0,0.175,1
15.0,736,209,5.3,0,0.488,1
74.6,664,240,1.2,0,0.113,1
42.0,669,68,4.1,0,0.057,1
70.4,576,240,2.8,0,0.119,1
55.6,645,336,9.8,0,0.212,1
21.1,605,297,2.3,0,0.493,0
58.6,703,427,3.7,1,0.255,0
103.3,586,231,7.7,0,0.078,1
65.8,783,314,3.4,0,0.167,1
53.7,528,347,9.5,0,0.226,1
78.7,601,518,6.5,0,0.23,1
59.6,813,276,3.2,0,0.162,1
59.6,633,145,4.2,0,0.085,1
31.0,558,353,20.5,0,0.399,1
60.1,689,465,6.5,1,0.271,0
77.8,630,225,14.1,1,0.101,0
36.6,599,353,1.2,0,0.338,0
86.3,577,395,4.0,0,0.16,1
53.0,850,372,14.4,0,0.246,1
35.5,649,274,2.3,0,0.27,1
76.9,506,183,20.6,0,0.083,1
48.7,797,251,0.6,1,0.18,0
71.7,722,310,14.0,0,0.151,1
48.6,605,360,3.5,0,0.259,1
53.7,591,297,0.5,0,0.194,1
65.9,727,218,12.7,0,0.116,1
61.4,649,321,1.7,0,0.183,1
15.0,506,355,0.1,0,0.828,0
30.3,822,302,0.9,0,0.349,1
75.4,633,168,6.5,0,0.078,1
52.1,797,240,22.8,0,0.161,1
43.5,779,364,0.7,0,0.293,1
25.1,585,108,3.7,1,0.151,0
31.2,758,40,1.2,0,0.045,1
15.0,615,426,8.2,0,0.994,0
52.8,511,316,0.8,0,0.209,1
41.8,634,327,1.6,0,0.274,1
33.7,704,142,1.3,0,0.147,1
53.5,631,341,4.8,0,0.223,1
63.0,644,290,12.4,0,0.161,1
101.1,767,86,4.3,0,0.03,1
21.7,679,417,0.4,0,0.673,0
80.5,598,277,5.0,0,0.12,1
76.4,730,216,9.6,0,0.099,1
37.9,687,218,0.9,0,0.201,1
59.5,456,40,0.5,0,0.024,1
44.9,706,325,1.2,0,0.253,1
59.1,703,289,8.2,0,0.171,1
88.2,672,239,5.4,0,0.095,1
68.3,746,401,4.7,0,0.205,1
66.2,613,108,1.7,0,0.057,1
45.5,699,194,2.4,0,0.149,1
22.4,537,166,20.3,0,0.259,1
50.4,705,229,1.7,0,0.159,1
81.5,836,267,13.9,0,0.115,1
21.4,585,307,5.2,1,0.502,0
31.8,605,222,0.8,0,0.244,1
57.8,610,163,3.8,0,0.099,1
33.3,681,445,17.8,0,0.468,1
37.6,580,525,3.3,0,0.489,0
45.7,706,276,11.9,0,0.211,1
25.0,742,177,1.8,0,0.248,1
33.6,715,422,5.1,0,0.44,1
70.5,520,101,11.1,0,0.05,1
26.2,755,223,15.2,0,0.298,1
19.8,750,183,4.0,0,0.323,1
41.1,741,132,6.1,0,0.112,1
71.1,702,229,0.0,0,0.113,1
50.7,689,165,1.8,0,0.114,1
44.8,758,261,2.0,0,0.204,1
56.0,833,263,0.6,0,0.164,1
16.6,589,192,2.0,0,0.405,0
65.9,762,219,2.3,0,0.116,1
63.4,663,235,20.8,0,0.13,1
46.0,659,349,6.6,0,0.266,1
77.1,539,244,3.3,1,0.111,0
30.2,646,351,26.6,0,0.407,1
79.8,585,324,1.0,0,0.142,1
58.4,631,323,3.9,0,0.194,1
47.6,577,413,6.2,0,0.304,1
54.6,632,137,0.3,0,0.088,1
52.6,635,208,7.6,0,0.138,1
81.8,678,454,0.6,0,0.194,1
31.3,533,232,0.9,0,0.259,0
38.2,547,40,1.0,0,0.037,1
77.8,701,238,15.9,0,0.107,1
41.9,602,275,6.9,0,0.23,1
74.8,761,40,6.4,0,0.019,1
92.4,689,407,4.9,0,0.154,1
46.2,722,181,2.1,0,0.137,1
70.0,790,296,5.8,0,0.148,1
29.6,644,235,3.2,1,0.278,0
71.6,621,118,0.9,0,0.058,1
59.4,744,142,7.0,0,0.084,1
65.4,713,157,0.8,1,0.084,0
40.8,654,379,1.3,0,0.325,1
18.5,788,244,10.2,1,0.462,0
66.1,652,203,6.5,0,0.107,1
15.0,673,157,6.0,0,0.366,1
48.0,672,392,3.2,0,0.286,1
75.7,591,421,3.0,0,0.195,1
59.2,677,390,7.0,1,0.231,0
97.9,789,314,8.1,0,0.112,1
77.6,708,292,4.3,0,0.132,1
40.6,673,126,20.9,0,0.109,1
55.6,656,233,18.7,0,0.147,1
54.0,698,185,3.2,0,0.12,1
20.2,734,59,10.3,0,0.102,1
34.3,722,376,4.7,0,0.384,1
42.7,642,183,4.3,0,0.15,1
15.0,698,392,0.3,0,0.915,0
56.0,711,357,5.1,0,0.223,1
49.5,584,321,13.9,0,0.227,1
18.2,684,327,9.1,1,0.629,0
63.9,486,192,9.3,0,0.105,1
70.7,711,464,1.0,0,0.23,1
60.0,726,265,2.7,0,0.155,1
47.9,734,293,1.6,1,0.214,0
68.0,636,189,2.3,0,0.097,1
70.0,696,158,5.2,0,0.079,1
61.8,791,313,2.7,1,0.177,0
36.9,790,284,4.9,0,0.269,1
61.1,668,173,3.5,0,0.099,1
81.3,682,102,2.0,0,0.044,1
41.9,764,120,0.6,0,0.1,1
101.2,542,392,13.3,0,0.136,1
43.4,643,193,0.1,0,0.156,1
55.7,784,223,0.0,0,0.14,1
40.2,753,420,10.5,0,0.366,1
59.9,701,137,34.5,1,0.08,0
16.7,542,180,7.8,0,0.377,0
43.0,666,175,0.1,0,0.142,1
31.0,620,438,1.5,1,0.495,0
58.0,698,479,21.4,0,0.289,1
76.9,601,343,9.9,0,0.156,1
69.2,583,346,5.0,0,0.175,1
15.0,494,196,1.6,0,0.457,0
99.9,774,474,0.1,0,0.166,1
61.5,636,289,0.1,0,0.164,1
37.9,683,354,5.7,0,0.327,1
58.5,670,248,0.1,0,0.148,1
58.9,579,231,30.3,0,0.137,1
40.3,563,443,1.2,0,0.385,0
59.4,585,319,7.4,0,0.188,1
41.6,609,420,1.0,0,0.353,1
46.1,701,288,4.7,0,0.219,1
39.9,602,167,0.5,1,0.146,0
23.5,818,196,8.7,1,0.292,0
58.2,757,271,5.3,0,0.163,1
67.9,739,191,0.5,1,0.098,0
66.3,660,138,11.3,1,0.073,0
73.0,799,392,4.8,0,0.188,1
62.1,651,200,15.3,0,0.113,1
43.3,667,275,14.9,1,0.222,0
73.5,684,293,15.2,0,0.14,1
25.1,730,195,0.5,0,0.272,1
35.2,724,420,0.8,0,0.418,1
33.8,630,137,26.4,0,0.142,1
78.8,625,289,4.0,0,0.128,1
75.7,724,287,1.6,0,0.133,1
65.7,731,254,8.8,0,0.135,1
78.6,637,117,1.8,0,0.052,1
35.7,535,356,7.8,1,0.349,0
62.7,652,342,10.9,0,0.191,1
52.2,723,186,9.2,0,0.125,1
73.6,823,338,1.9,0,0.161,1
52.5,568,301,3.1,0,0.201,1
46.5,634,119,3.2,1,0.09,0
66.9,637,166,4.1,0,0.087,1
74.3,785,385,1.1,0,0.181,1
40.3,667,294,3.6,0,0.255,1
53.7,593,198,4.3,0,0.129,1
31.7,717,166,4.6,0,0.183,1
15.0,636,203,10.3,0,0.474,0
59.4,566,211,4.4,0,0.124,1
68.4,594,167,1.6,0,0.085,1
60.8,817,68,6.5,1,0.039,0
15.0,703,385,9.6,0,0.898,0
47.3,679,367,2.3,0,0.272,1
15.0,649,120,6.2,0,0.28,1
85.1,695,275,1.0,0,0.113,1
31.1,694,161,2.5,0,0.181,1
82.6,695,231,14.4,1,0.098,0
75.8,680,222,14.5,0,0.103,1
35.2,744,213,5.1,0,0.212,1
30.1,672,480,7.3,0,0.558,1
62.7,587,212,11.5,0,0.118,1
36.4,618,171,19.1,0,0.164,1
57.3,502,176,4.0,0,0.108,1
44.4,842,375,4.9,0,0.296,1
15.8,743,78,3.2,0,0.173,1
15.0,599,176,0.4,0,0.411,0
60.0,646,419,3.3,0,0.244,1
42.6,616,287,9.4,0,0.236,1
42.8,801,281,9.8,0,0.23,1
70.3,549,495,13.4,0,0.246,1
80.8,680,287,0.3,0,0.124,1
49.0,661,182,4.5,0,0.13,1
47.5,740,229,0.7,0,0.169,1
66.0,661,135,1.3,0,0.072,1
25.1,521,398,13.8,0,0.555,0
59.9,649,323,4.1,0,0.189,1
67.1,587,384,8.5,0,0.2,1
70.0,677,393,0.4,1,0.196,0
15.0,792,214,3.2,0,0.499,1
38.3,522,156,6.7,1,0.143,0
35.7,602,254,0.9,0,0.249,1
57.2,623,164,2.4,0,0.1,1
65.6,638,278,0.4,0,0.148,1
87.9,733,385,6.3,0,0.153,1
44.1,655,242,21.2,0,0.192,1
44.1,705,276,10.5,0,0.219,1
80.3,617,250,22.0,0,0.109,1
61.5,690,348,11.2,0,0.198,1
82.9,736,187,11.6,1,0.079,0
61.4,608,40,5.2,0,0.023,1
29.5,736,312,4.4,0,0.37,1
25.7,674,369,3.1,1,0.503,0
20.9,759,309,10.2,0,0.517,1
69.6,653,190,1.2,0,0.096,1
81.1,702,135,0.3,0,0.058,1
95.7,667,314,17.7,0,0.115,1
73.5,662,276,0.0,0,0.131,1
80.6,692,246,22.6,0,0.107,1
42.2,716,460,7.8,0,0.382,1
29.6,564,156,2.4,0,0.184,0
73.7,792,455,7.2,0,0.216,1
64.2,512,263,10.2,0,0.143,1
57.4,612,58,1.7,0,0.035,1
63.5,662,240,8.8,0,0.132,1
62.1,705,366,9.8,0,0.206,1
83.2,804,220,1.7,0,0.093,1
83.5,512,98,0.3,0,0.041,1
67.0,627,242,1.4,0,0.126,1
73.6,489,166,1.3,1,0.079,0
66.3,673,314,0.4,0,0.166,1
44.9,693,345,7.8,0,0.269,1
71.6,805,144,2.9,1,0.07,0
24.3,680,182,12.9,0,0.262,1
78.2,759,343,1.7,0,0.154,1
28.7,720,166,3.6,0,0.202,1
61.3,633,141,6.1,0,0.081,1
36.4,550,130,12.6,0,0.125,1
67.2,693,299,4.5,0,0.156,1
54.3,543,294,2.8,0,0.19,1
19.9,780,185,12.1,0,0.325,1
64.3,656,261,2.2,0,0.142,1
42.3,772,428,0.5,0,0.354,1
74.4,629,153,3.5,0,0.072,1
55.0,693,45,9.2,0,0.029,1
63.7,688,310,0.2,0,0.17,1
33.9,666,248,5.3,1,0.256,0
42.0,633,182,5.4,0,0.152,1
44.9,703,332,15.8,0,0.259,1
73.8,591,352,2.0,0,0.167,1
91.9,567,40,2.0,0,0.015,1
37.3,776,188,3.5,0,0.176,1
78.7,732,515,2.6,0,0.229,1
15.0,676,324,8.0,0,0.756,0
28.7,812,334,6.2,0,0.407,1
33.9,647,389,8.5,1,0.402,0
25.2,782,262,10.3,0,0.364,1
20.2,685,348,15.4,0,0.603,1
64.1,583,339,3.4,0,0.185,1
50.3,827,319,25.1,0,0.222,1
63.3,754,225,1.5,0,0.124,1
70.2,660,279,7.5,0,0.139,1
60.8,732,195,4.6,0,0.112,1
69.5,636,261,10.2,0,0.131,1
53.5,740,131,3.9,0,0.086,1
28.9,467,173,9.2,0,0.21,0
78.3,583,229,16.0,0,0.102,1
42.0,753,156,7.9,0,0.13,1
34.4,649,204,9.0,1,0.208,0
51.1,688,242,0.4,0,0.166,1
34.9,556,304,1.4,0,0.305,0
45.8,827,364,22.0,0,0.278,1
62.6,771,209,7.1,0,0.117,1
62.7,653,407,4.9,0,0.227,1
35.2,636,363,2.7,0,0.361,1
44.3,758,315,0.3,0,0.249,1
78.6,839,277,2.8,0,0.123,1
65.9,751,295,4.1,1,0.157,0
100.7,850,391,1.4,0,0.136,1
81.0,592,395,1.1,0,0.171,1
80.2,600,407,4.3,0,0.178,1
24.5,569,265,5.3,0,0.379,0
71.8,708,321,1.6,0,0.156,1
53.8,685,408,5.3,0,0.265,1
42.9,657,191,13.8,0,0.156,1
58.7,739,225,3.8,0,0.134,1
75.8,775,262,11.7,0,0.121,1
66.0,540,359,15.7,0,0.19,1
35.7,619,361,0.6,0,0.354,1
71.3,740,235,0.6,0,0.115,1
41.0,630,94,3.9,0,0.08,1
59.8,602,287,5.3,0,0.168,1
48.3,757,159,3.3,0,0.115,1
50.2,560,96,2.4,0,0.067,1
71.9,644,121,6.1,0,0.059,1
32.1,698,296,0.0,0,0.323,1
97.8,621,410,20.7,0,0.147,1
15.0,737,264,1.6,1,0.616,0
41.9,622,283,14.9,0,0.236,1
63.1,790,390,0.7,0,0.216,1
67.9,659,90,1.6,0,0.046,1
52.8,727,317,1.6,0,0.21,1
53.7,733,259,33.4,0,0.169,1
64.0,617,322,0.0,0,0.176,1
49.9,495,207,6.1,0,0.145,1
85.6,701,170,12.2,0,0.07,1
73.5,676,275,6.7,0,0.131,1
74.2,717,441,2.7,1,0.208,0
33.7,651,355,19.1,0,0.369,1
53.3,633,204,13.4,0,0.134,1
48.4,841,112,3.4,0,0.081,1
32.9,545,75,5.1,0,0.08,1
62.9,732,405,20.6,0,0.225,1
43.2,621,155,24.3,0,0.126,1
69.4,641,224,3.6,0,0.113,1
31.5,643,405,11.3,0,0.45,1
92.8,602,82,2.2,0,0.031,1
35.3,719,424,2.8,0,0.42,1
59.8,788,232,1.1,0,0.136,1
72.4,710,134,1.4,0,0.065,1
42.4,679,233,6.4,0,0.192,1
73.8,586,181,4.3,0,0.086,1
28.0,714,308,1.6,0,0.385,1
86.9,850,189,3.1,0,0.076,1
55.3,638,50,2.8,0,0.032,1
41.9,638,236,26.2,0,0.197,1
48.4,622,111,11.5,0,0.08,1
72.8,628,282,2.9,0,0.136,1
42.1,437,129,14.7,0,0.107,1
38.5,704,206,2.5,0,0.187,1
50.1,598,280,6.6,1,0.196,0
29.1,533,237,20.4,0,0.285,1
95.1,734,288,3.0,0,0.106,1
42.5,578,335,6.8,0,0.276,1
73.3,641,133,2.1,0,0.064,1
59.6,795,253,1.9,0,0.149,1
33.3,550,40,5.1,0,0.042,1
54.9,540,287,23.3,0,0.183,1
72.2,693,227,3.6,0,0.11,1
50.9,768,152,16.6,0,0.105,1
81.2,536,295,14.7,0,0.127,1
77.5,705,389,1.8,0,0.176,1
75.2,719,208,3.1,0,0.097,1
44.9,495,156,6.2,0,0.122,1
31.2,738,278,4.4,0,0.312,1
41.5,745,113,0.6,0,0.095,1
59.3,643,187,30.4,0,0.11,1
67.0,776,394,8.4,1,0.206,0
15.0,767,267,3.5,0,0.623,1
54.8,679,53,5.8,0,0.034,1
58.5,632,62,0.5,0,0.037,1
48.9,587,278,4.1,0,0.199,1
83.4,667,355,16.0,0,0.149,1
64.3,718,82,13.6,0,0.045,1
83.8,642,309,2.5,0,0.129,1
50.2,483,406,4.5,0,0.283,0
75.6,778,468,7.2,0,0.217,1
91.0,686,296,2.5,0,0.114,1
83.9,638,316,0.4,0,0.132,1
31.0,743,40,4.2,0,0.045,1
49.4,800,491,5.5,0,0.348,1
47.4,432,197,0.0,0,0.145,0
65.8,707,157,0.6,0,0.084,1
70.1,549,232,1.4,0,0.116,1
36.5,712,426,2.6,0,0.408,1
56.5,681,503,4.7,0,0.312,1
15.0,724,274,2.1,0,0.639,0
86.7,628,370,1.9,0,0.149,1
43.7,511,265,12.2,0,0.212,1
56.2,632,146,0.9,0,0.091,1
48.2,705,422,4.1,1,0.306,0
80.2,756,192,18.3,0,0.084,1
15.0,570,429,5.9,0,1.001,0
54.6,757,403,7.6,0,0.258,1
52.7,615,328,3.4,0,0.218,1
45.0,701,461,0.1,0,0.359,1
93.0,627,506,6.2,0,0.19,1
35.5,685,241,6.0,0,0.238,1
72.0,746,171,0.7,1,0.083,0
62.8,566,55,3.7,0,0.031,1
82.8,612,507,14.8,0,0.214,1
40.3,686,212,1.4,0,0.184,1
38.9,850,385,3.7,0,0.346,1
79.1,597,178,3.7,0,0.079,1
64.4,843,429,10.0,0,0.233,1
21.0,840,183,10.4,0,0.305,1
43.1,662,129,8.5,0,0.105,1
63.5,645,237,2.7,0,0.131,1
73.4,611,202,0.4,0,0.096,1
40.1,664,326,2.6,0,0.285,1
15.0,550,254,6.8,0,0.593,0
66.5,664,329,7.3,0,0.173,1
28.2,797,228,20.1,0,0.283,1
15.0,618,187,3.6,1,0.436,0
15.0,650,196,6.0,0,0.457,0
72.9,525,485,4.6,0,0.233,1
57.8,702,285,1.0,0,0.173,1
50.0,692,42,3.7,0,0.029,1
85.6,675,203,4.7,0,0.083,1
69.0,652,271,18.1,0,0.137,1
90.6,645,463,2.7,0,0.179,1
24.4,713,373,23.5,0,0.535,1
54.2,668,159,4.7,0,0.103,1
19.4,697,526,1.7,0,0.949,0
50.0,688,257,1.3,0,0.18,1
49.5,765,397,0.9,0,0.281,1
68.8,728,133,3.6,0,0.068,1
56.0,686,40,0.1,0,0.025,1
68.7,799,105,3.5,0,0.053,1
70.5,706,40,26.7,0,0.02,1
102.4,781,492,6.7,0,0.168,1
48.1,722,284,8.6,0,0.207,1
34.3,513,158,0.8,0,0.161,0
60.4,781,310,3.8,0,0.18,1
37.3,681,281,2.0,0,0.264,1
87.6,666,328,13.5,0,0.131,1
48.8,694,393,1.2,0,0.282,1
42.6,641,228,3.7,0,0.187,1
44.6,689,163,5.3,0,0.128,1
70.8,620,351,4.3,1,0.174,0
51.5,778,348,10.6,0,0.237,1
40.9,660,271,1.6,0,0.232,1
91.6,637,500,2.8,0,0.191,1
36.2,591,212,9.4,0,0.205,1
55.8,693,161,4.5,0,0.101,1
69.4,686,306,3.1,1,0.154,0
19.1,703,186,0.2,0,0.341,1
65.6,583,315,8.4,0,0.168,1
31.8,534,168,21.5,0,0.185,1
73.1,723,216,5.8,0,0.103,1
33.8,796,468,11.7,0,0.485,1
70.2,583,215,4.4,0,0.107,1
79.3,805,172,1.6,1,0.076,0
74.0,694,389,0.1,0,0.184,1
60.5,669,144,6.4,0,0.083,1
49.9,636,184,4.1,0,0.129,1
42.3,552,323,9.1,0,0.267,1
87.4,754,363,7.1,0,0.145,1
39.6,604,394,26.5,0,0.348,1
32.2,604,178,4.3,1,0.193,0
69.6,754,326,3.3,0,0.164,1
37.5,510,209,2.0,0,0.195,0
34.1,540,193,3.9,0,0.198,0
23.2,668,392,12.4,1,0.591,0
44.4,695,200,0.3,0,0.158,1
53.2,711,291,22.9,0,0.191,1
60.3,644,277,30.0,0,0.161,1
75.9,850,142,5.5,0,0.065,1
66.6,651,366,2.4,0,0.192,1
50.8,650,322,1.5,0,0.222,1
50.6,602,42,1.9,0,0.029,1
66.2,681,291,0.3,0,0.154,1
83.0,722,175,3.9,0,0.074,1
57.8,772,381,0.4,0,0.231,1
44.7,543,101,7.6,0,0.079,1
33.2,649,221,2.8,0,0.233,1
23.2,708,300,1.3,0,0.453,1
69.7,720,266,4.7,0,0.134,1
67.7,671,344,21.8,0,0.178,1
67.7,716,93,7.1,0,0.048,1
52.2,601,442,4.1,0,0.296,1
86.0,802,318,9.0,0,0.129,1
44.3,754,410,8.0,1,0.324,0
76.0,556,356,13.3,1,0.164,0
54.1,579,259,1.4,0,0.168,1
41.6,581,119,11.7,0,0.1,1
68.0,728,198,2.1,0,0.102,1
64.0,561,435,17.0,0,0.238,1
62.9,642,412,2.0,0,0.229,1
56.8,709,192,15.7,0,0.118,1
54.2,664,40,19.9,0,0.026,1
107.5,692,237,0.9,0,0.077,1
81.1,579,228,22.0,0,0.098,1
70.9,721,233,0.5,0,0.115,1
57.5,618,318,1.5,0,0.194,1
77.2,642,356,3.5,0,0.161,1
66.4,690,369,30.3,0,0.195,1
55.6,679,309,4.0,0,0.195,1
48.3,672,62,4.8,0,0.045,1
53.2,606,222,7.1,0,0.146,1
15.0,645,513,20.7,0,1.197,0
59.6,670,301,9.2,0,0.177,1
44.3,553,300,1.5,1,0.237,0
90.0,631,300,2.2,0,0.117,1
55.4,703,306,0.6,0,0.193,1
28.8,561,40,6.2,0,0.049,1
53.9,768,234,1.2,0,0.152,1
32.0,778,256,1.8,0,0.28,1
65.4,564,401,13.1,0,0.215,1
61.4,785,265,2.4,0,0.151,1
76.1,658,79,5.0,0,0.036,1
37.6,706,307,3.0,0,0.286,1
55.7,628,172,0.5,0,0.108,1
25.0,748,126,2.7,0,0.176,1
70.4,705,168,3.1,0,0.084,1
66.4,601,320,13.6,0,0.169,1
65.9,571,398,2.4,0,0.211,1
55.0,546,313,2.9,0,0.199,1
64.1,686,330,9.2,0,0.18,1
90.3,719,312,8.5,0,0.121,1
48.7,725,271,9.6,0,0.195,1
58.1,660,337,18.4,0,0.203,1
31.1,572,40,9.5,0,0.045,1
35.9,612,272,3.1,0,0.265,1
57.2,768,145,10.3,0,0.089,1
79.3,629,388,4.3,0,0.171,1
49.4,682,244,2.0,0,0.173,1
49.8,579,263,2.2,0,0.185,1
46.0,699,94,1.5,1,0.072,0
43.2,631,372,0.9,0,0.301,1
61.5,759,329,1.2,0,0.187,1
22.1,736,321,0.4,0,0.508,1
83.2,628,171,13.2,0,0.072,1
40.4,659,175,16.0,0,0.152,1
70.9,623,285,5.3,0,0.141,1
27.1,549,184,11.0,0,0.238,1
69.7,597,308,1.2,0,0.155,1
69.8,687,40,13.9,1,0.02,0
63.5,698,206,4.2,0,0.114,1
33.1,683,458,0.4,0,0.484,1
60.5,644,308,0.9,0,0.178,1
29.0,749,278,2.2,0,0.336,1
49.4,675,478,0.3,0,0.339,1
77.6,730,40,2.2,0,0.018,1
72.5,519,170,0.4,0,0.082,1
55.3,337,216,1.6,0,0.137,0
33.6,694,354,1.9,0,0.369,1
69.2,549,356,31.1,1,0.18,0
55.4,652,165,1.6,0,0.104,1
15.0,644,370,1.6,0,0.863,0
72.2,805,216,7.0,0,0.105,1
54.5,704,393,11.8,0,0.252,1
81.5,684,146,2.9,0,0.063,1
30.9,741,246,12.5,0,0.279,1
15.0,701,206,2.5,0,0.481,0
61.1,631,376,1.3,1,0.215,0
61.4,761,202,2.4,0,0.115,1
17.8,576,255,5.6,0,0.501,0
33.5,697,316,2.7,0,0.33,1
115.6,538,320,6.7,0,0.097,1
48.3,687,358,1.6,0,0.259,1
71.1,686,283,7.2,0,0.139,1
40.7,812,214,2.6,0,0.184,1
15.0,537,222,3.7,0,0.518,0
51.3,619,263,4.9,0,0.179,1
49.2,740,287,7.0,0,0.204,1
46.2,699,244,1.6,0,0.185,1
52.5,685,262,10.8,0,0.175,1
60.8,589,93,7.7,0,0.054,1
51.7,620,333,1.6,0,0.225,1
27.2,776,280,22.1,0,0.36,1
65.7,666,370,6.6,0,0.197,1
15.0,702,260,3.6,1,0.607,0
15.0,660,69,1.0,0,0.161,1
71.3,569,221,4.6,1,0.108,0
66.2,749,238,1.1,0,0.126,1
53.7,713,342,3.4,0,0.223,1
24.3,850,40,3.2,0,0.058,1
39.4,584,265,7.6,0,0.235,1
49.2,740,317,1.3,0,0.226,1
19.9,559,187,10.4,0,0.329,0
38.7,683,268,2.4,0,0.242,1
69.4,753,191,3.5,1,0.096,0
86.4,494,180,8.9,0,0.073,1
45.8,653,215,5.9,0,0.164,1
71.6,622,182,2.2,0,0.089,1
15.0,610,335,2.9,0,0.782,0
69.5,703,179,2.2,0,0.09,1
37.3,765,161,5.4,0,0.151,1
61.8,659,454,2.4,1,0.257,0
49.5,687,366,7.8,0,0.259,1
84.0,680,55,5.2,0,0.023,1
35.8,670,176,0.9,1,0.172,0
68.8,577,287,2.2,1,0.146,0
48.9,764,296,1.5,1,0.212,0
51.5,695,96,3.0,0,0.065,1
51.0,704,387,4.4,0,0.266,1
36.4,601,351,4.2,0,0.338,1
54.7,631,313,8.4,0,0.2,1
53.6,655,409,1.3,0,0.267,1
60.3,540,310,17.6,0,0.18,1
56.9,527,309,2.5,0,0.19,1
72.6,619,431,2.1,0,0.208,1
75.3,714,381,6.9,0,0.177,1
31.9,614,167,9.8,0,0.183,1
74.1,583,330,2.9,0,0.156,1
28.9,601,187,8.2,1,0.226,0
67.9,631,315,12.9,0,0.162,1
68.6,640,312,8.7,0,0.159,1
15.0,850,108,0.2,0,0.252,1
57.0,760,247,10.5,0,0.152,1
44.7,757,289,8.9,0,0.226,1
38.3,769,212,6.6,1,0.194,0
84.7,585,295,8.6,0,0.122,1
40.6,566,349,23.3,0,0.301,1
37.3,576,257,3.4,0,0.241,1
56.7,783,285,0.4,0,0.176,1
70.1,623,412,3.7,0,0.206,1
51.9,564,312,0.3,0,0.21,1
80.7,633,282,2.1,0,0.122,1
66.7,650,155,5.3,0,0.081,1
15.0,693,334,2.2,0,0.779,0
43.4,691,296,6.9,0,0.239,1
42.6,600,401,10.4,0,0.329,1
65.5,728,265,3.3,0,0.142,1
15.0,616,60,13.8,0,0.14,1
111.1,657,73,0.5,0,0.023,1
66.7,728,341,11.0,0,0.179,1
58.3,615,197,10.6,0,0.118,1
81.0,622,308,2.3,0,0.133,1
106.6,720,273,2.1,0,0.09,1
74.2,597,242,2.2,1,0.114,0
75.9,637,249,10.0,0,0.115,1
57.9,717,165,10.7,0,0.1,1
51.9,845,258,2.4,0,0.174,1
44.5,721,196,5.4,0,0.154,1
36.8,710,219,0.9,0,0.208,1
39.9,715,224,3.8,0,0.196,1
25.3,579,235,35.0,0,0.325,1
53.3,680,361,1.0,0,0.237,1
17.9,667,246,17.7,0,0.481,1
59.2,697,373,10.4,0,0.221,1
54.2,680,429,21.5,0,0.277,1
58.2,702,354,1.2,0,0.213,1
43.5,644,319,1.4,0,0.257,1
122.7,675,296,0.1,0,0.084,1
84.9,566,355,7.7,0,0.146,1
27.6,643,270,6.2,0,0.342,1
60.1,788,368,1.2,0,0.214,1
41.6,697,328,9.4,0,0.276,1
32.7,668,220,2.1,0,0.235,1
25.5,831,359,0.9,0,0.493,1
64.5,554,270,3.3,1,0.147,0
40.0,576,248,0.6,0,0.217,1
76.3,816,208,1.8,1,0.095,0
76.9,674,278,2.8,0,0.127,1
85.2,649,370,11.5,0,0.152,1
36.2,568,358,9.4,0,0.346,1
65.5,708,299,3.5,0,0.16,1
68.9,716,326,7.7,0,0.166,1
44.6,577,400,5.0,0,0.314,1
